video_id,frame_id,class_id,predict_acc,xmin,ymin,xmax,ymax
./stmarc_video.avi,0,2.0,0.9199135303497314,234.93902587890625,39.78826904296875,277.85546875,123.93341064453125
./stmarc_video.avi,0,2.0,0.8308246731758118,271.3306884765625,0.0,295.09039306640625,20.737388610839844
./stmarc_video.avi,0,2.0,0.7915101051330566,206.4677734375,0.0,256.36676025390625,75.24302673339844
./stmarc_video.avi,0,0.0,0.7210558652877808,141.71945190429688,65.64785766601562,151.84439086914062,92.19255065917969
./stmarc_video.avi,0,0.0,0.538990318775177,88.54995727539062,44.88306427001953,96.63568115234375,68.69383239746094
./stmarc_video.avi,0,0.0,0.4271548092365265,95.79740905761719,39.291831970214844,104.38664245605469,63.88018035888672
./stmarc_video.avi,0,2.0,0.34207940101623535,234.86676025390625,0.0,255.58657836914062,14.024706840515137
./stmarc_video.avi,0,2.0,0.2529909312725067,234.585205078125,0.0,252.57595825195312,8.586885452270508
./stmarc_video.avi,1,2.0,0.91752690076828,234.94017028808594,39.91157531738281,277.9185791015625,124.08708190917969
./stmarc_video.avi,1,2.0,0.859215259552002,206.5457763671875,0.0,255.8997802734375,75.30850982666016
./stmarc_video.avi,1,2.0,0.8318315148353577,271.21417236328125,0.0,294.16278076171875,20.725622177124023
./stmarc_video.avi,1,0.0,0.637920081615448,140.04592895507812,63.51559066772461,151.93490600585938,92.982177734375
./stmarc_video.avi,1,0.0,0.3622772991657257,97.12736511230469,40.93107604980469,107.09149169921875,67.01565551757812
./stmarc_video.avi,1,2.0,0.3353744447231293,234.82839965820312,0.0,254.65182495117188,12.017160415649414
./stmarc_video.avi,1,2.0,0.27204757928848267,234.5609130859375,0.00293731689453125,252.31906127929688,8.658515930175781
./stmarc_video.avi,2,2.0,0.908531665802002,234.93682861328125,39.912879943847656,277.86236572265625,124.29940032958984
./stmarc_video.avi,2,2.0,0.8411516547203064,271.40570068359375,0.0,295.10296630859375,20.47746467590332
./stmarc_video.avi,2,2.0,0.7408282160758972,206.38629150390625,0.0,255.4693603515625,75.04871368408203
./stmarc_video.avi,2,0.0,0.7135308384895325,137.82843017578125,60.254669189453125,148.19976806640625,85.82917785644531
./stmarc_video.avi,2,0.0,0.5186222195625305,99.16829681396484,42.76348876953125,107.11658477783203,65.14176940917969
./stmarc_video.avi,2,0.0,0.4435555636882782,282.14898681640625,92.6346435546875,296.25921630859375,132.25650024414062
./stmarc_video.avi,2,0.0,0.3963841497898102,91.89125061035156,47.64470672607422,102.82710266113281,75.06803894042969
./stmarc_video.avi,2,2.0,0.3376457393169403,234.5911865234375,0.0,254.38067626953125,12.275854110717773
./stmarc_video.avi,2,2.0,0.31112080812454224,234.4517822265625,0.008876800537109375,252.390625,8.717365264892578
./stmarc_video.avi,3,2.0,0.916648805141449,234.94227600097656,40.01291275024414,277.997802734375,124.17010498046875
./stmarc_video.avi,3,2.0,0.8376714587211609,271.37725830078125,0.0,295.23394775390625,20.84115982055664
./stmarc_video.avi,3,2.0,0.8137875199317932,206.47872924804688,0.0,256.31341552734375,75.25145721435547
./stmarc_video.avi,3,0.0,0.5331127643585205,133.78453063964844,56.659751892089844,145.3821563720703,85.27985382080078
./stmarc_video.avi,3,0.0,0.3524526059627533,282.04302978515625,92.93003845214844,296.19390869140625,131.76954650878906
./stmarc_video.avi,3,2.0,0.34636637568473816,234.89268493652344,0.0,255.97096252441406,15.631852149963379
./stmarc_video.avi,4,2.0,0.9181551337242126,234.9651641845703,39.976505279541016,277.88970947265625,124.16305541992188
./stmarc_video.avi,4,2.0,0.8738499879837036,0.11494636535644531,108.12687683105469,25.549503326416016,158.9683074951172
./stmarc_video.avi,4,2.0,0.8571163415908813,206.2528076171875,0.0,256.1273498535156,75.22280883789062
./stmarc_video.avi,4,2.0,0.8333516120910645,271.33563232421875,0.0,294.43701171875,20.902606964111328
./stmarc_video.avi,4,0.0,0.49200439453125,132.47064208984375,54.89018630981445,144.00323486328125,84.72300720214844
./stmarc_video.avi,4,0.0,0.43611830472946167,103.21736145019531,45.811058044433594,111.07823181152344,69.63516235351562
./stmarc_video.avi,4,0.0,0.4249230921268463,97.53215789794922,48.0089111328125,106.74439239501953,75.7958984375
./stmarc_video.avi,4,2.0,0.34779125452041626,234.6693115234375,0.0,255.51953125,14.367240905761719
./stmarc_video.avi,4,2.0,0.3113354444503784,0.012020111083984375,224.85601806640625,6.381864547729492,255.97906494140625
./stmarc_video.avi,4,0.0,0.26978254318237305,282.1171569824219,92.89529418945312,296.6249084472656,131.26034545898438
./stmarc_video.avi,5,2.0,0.9227571487426758,2.0976219177246094,121.50581359863281,52.73541259765625,185.0684051513672
./stmarc_video.avi,5,2.0,0.9191559553146362,234.96839904785156,39.95881271362305,277.85498046875,124.13420104980469
./stmarc_video.avi,5,2.0,0.8817690014839172,206.2872314453125,0.0,255.70648193359375,75.09394836425781
./stmarc_video.avi,5,2.0,0.832744300365448,271.2742919921875,0.0,295.8712158203125,20.96195411682129
./stmarc_video.avi,5,0.0,0.4988536834716797,131.22232055664062,51.486183166503906,140.38473510742188,78.07404327392578
./stmarc_video.avi,5,2.0,0.4248570203781128,0.0130767822265625,224.87582397460938,6.558080673217773,256.302490234375
./stmarc_video.avi,5,0.0,0.2921757102012634,282.18511962890625,93.32379150390625,296.49090576171875,132.4367218017578
./stmarc_video.avi,5,0.0,0.2839351296424866,100.34712219238281,47.1392822265625,112.59938049316406,79.8175277709961
./stmarc_video.avi,6,2.0,0.9136925935745239,234.97625732421875,39.86158752441406,277.80615234375,124.17962646484375
./stmarc_video.avi,6,2.0,0.8708471655845642,206.35894775390625,0.0674591064453125,255.66436767578125,75.32276916503906
./stmarc_video.avi,6,2.0,0.8249573111534119,271.3512268066406,0.0,294.0846252441406,20.646427154541016
./stmarc_video.avi,6,2.0,0.7665879726409912,17.099517822265625,145.65786743164062,81.506591796875,211.89718627929688
./stmarc_video.avi,6,0.0,0.31277531385421753,102.63873291015625,48.84751892089844,114.17842102050781,75.65519714355469
./stmarc_video.avi,6,0.0,0.2966611385345459,308.19366455078125,262.35162353515625,329.53106689453125,296.70404052734375
./stmarc_video.avi,6,2.0,0.2620510160923004,0.011228084564208984,224.97421264648438,6.451025485992432,256.3338317871094
./stmarc_video.avi,6,2.0,0.26044365763664246,235.20236206054688,0.0,254.38388061523438,12.467491149902344
./stmarc_video.avi,7,2.0,0.9353876709938049,57.51521301269531,171.53248596191406,112.89579772949219,241.09877014160156
./stmarc_video.avi,7,2.0,0.908411979675293,234.90164184570312,39.886417388916016,277.8332214355469,124.26687622070312
./stmarc_video.avi,7,2.0,0.8392254710197449,206.3502197265625,0.09836578369140625,255.89111328125,75.36054229736328
./stmarc_video.avi,7,2.0,0.8171274065971375,271.48382568359375,0.0,294.1513671875,20.672016143798828
./stmarc_video.avi,7,2.0,0.5337672233581543,0.01813507080078125,225.23638916015625,6.485272407531738,256.24285888671875
./stmarc_video.avi,7,0.0,0.45672789216041565,104.33267211914062,51.15693664550781,116.05416870117188,81.4991455078125
./stmarc_video.avi,7,2.0,0.3192208707332611,234.795166015625,0.0,255.3067626953125,14.96799087524414
./stmarc_video.avi,8,2.0,0.9379520416259766,87.65908813476562,199.558837890625,145.13113403320312,271.4256896972656
./stmarc_video.avi,8,2.0,0.9156889319419861,234.8642120361328,39.80844497680664,277.95733642578125,124.36386108398438
./stmarc_video.avi,8,2.0,0.8576172590255737,206.35458374023438,0.08165740966796875,256.0368347167969,75.29969024658203
./stmarc_video.avi,8,2.0,0.8204530477523804,271.3443603515625,0.0,295.413330078125,20.77734375
./stmarc_video.avi,8,2.0,0.3293965756893158,235.16763305664062,0.0,255.15798950195312,14.168867111206055
